review,sentiment
the last hard men finds james coburn an outlaw doing a long sentence breaking free from a chain gang do he and his friends head for the mexican border from jail and safety no they do not because coburn has a mission of revenge to kill the peace officer who brought him in and in the process killed his woman that peace officer is charlton heston who is now retired and he knows what coburn is after as he explains it to his daughter barbara hershey coburn was holed up in a shack and was involved in a waco like standoff his indian woman was killed in the hail of bullets fired it is not something he is proud of she was a collateral casualty in a manhunt lest we feel sorry for coburn he lets us know full well what an evil man he truly is heston is his usual stalwart hero but the acting honors in the last hard men go to james coburn he blows everyone else off the screen when he is on coburn gets the bright idea of making sure heston trails him by kidnapping hershey and taking her to an indian reservation where the white authorities cannot touch him he knows that heston has to make it personal then coburns gang includes morgan paull thalmus rasulala john quade larry wilcox and jorge rivero heston has chris mitchum along who is his soninlaw to be the last hard men is one nasty and brutal western andrew mclaglen directed it and i am thinking it may have been a project originally intended for sam peckinpaugh it sure shows a lot of his influence with the liberal use of slow motion to accentuate the violence of which there is a lot for a little peckinpaugh lite the last hard men is your film,positive
maybe it was the title or the trailer certainly not the interview on the dvd which is with the director as he keeps saying hi kids into the camera like a buffoon but i had expectations for entrails of a virgin to be at least a bit of sleazy fun with some good sex scenes and brutal bloody killings by a weird japanese penetrator turns out it is way too sleazy for its own good or bad or whatever there is a problem and one can see this also in the italian sexploitation flick porno holocaust similar to this in many respects in not having balance to the sex and violence too much sex and it will turn into a prototypical porno and not even with much production quality in comparison with most professional porno movies and with the killing scenes there has to be at least a little tack and maybe just a smidgen of ingenuity in creating the creaturekillerwhatever entrails of a virgin has neither it is safe to say it is a pretty soulless movie even if is not one of the very worst ever made it is there just for horndog japanese fetishists to get off on girls in trouble and men who have all their brains in their other heads in this case were given a photo team where the guys are taking some shots of some girls nothing too salacious and then by way of a dense fog they stay off at some house one night and are picked off one by one by a murderer as he is credited first off the director kazuo gaira komizu decides he has to put in a quota of random sex scenes early on we get spliced in or phoned in take your pick clips of one of the photographers having sex with one or more of the girls elsewhere it looks like it is from another movie then once settled into the house there is a wrestling scene that is poorly choreographed and shot yeah we really need to see him all there and then on to the rape and killings first the rape by the photographers who promise the girls some jobs for their time then the murderer who like damatos creature is simply covered in mud and given a stupid facial and who for an unknown reason kills the men andor rapes the women one by one now the latter of those taken by themselves should be considered the highlights of the movie this is like saying however that the croutons are the best part of a wretchedly tasting salad an eyegouging scene a spike thrown like an olympic event that scene actually is kind of cool and finally the entrailing of the overly sexcrazed girl whose inconsequential name i cannot remember even this becomes disappointing just by not being correct to the title on top of this the sex scenes which become tedious through gaira and his indulgence in longtakeswithoutcutaways where everything by the japanese censors is blurred anyway are dubbed over by the actors youd think that they seem to be enjoying themselves enough hence the need to let them speak for themselves but the overall feeling from entrails of a virgin is that of a lumpy one where it is just there to be gawked at and without a shred of suspense or true horror watch as the last girl left alive the virgin of the picture tries to stop the murderer from getting to her which lasts five minutes as she keeps throwing sticks at him you just want it to be done with for the i hate women mantra to ease up or be rid altogether,negative
the few scenes that actually attempt a depiction of revolutionary struggle resemble a hirsute boy scout troop meandering tentatively between swimming holes when sharif or please god palance try their hand at fiery oratory they sound like kurtz swallowing a bug the displays of strategic brilliance incorporate a map of cuba replete with smiling fishies in the ocean and a positively vaudevillian hypothesis on how the bay of pigs came to pass what does that leave us with one comical dentistry scene a surfeit of uppity hollywood peasants who address the camera as though it were a moving train and just for kicks a passel of homoeroticism that is not limited to castros manic and unremitting cigarfellatio never trust a medved but even a busted clock is right twice a day this is a historically awful movie,negative
this film took me by surprise i make it a habit of finding out as little as possible about films before attending because trailers and reviews provide spoiler after spoiler all i knew upon entering the theater is that it was a documentary about a long married couple and that imdb readers gave it a 78 rotten tomatoes users ranked it at 79 and the critics averaged an amazing 82 if anything they underrated this little gem filmmaker doug block decided to record his parents for posterity and at the beginning of the film we are treated to the requisite interviews with his parents outspoken mother mina and less than forthcoming dad mike i immediately found this couple interesting and had no idea where the filmmaker mike minas son doug was going to take us as a matter of fact i doubt that doug himself knew where he was going with this life takes unexpected twists and turns and this beautifully expressive film follows the journey it is difficult to verbalize just how moved i was with this story and the unique way in which it was told absolutely riveting from beginning to end and it really is a mustsee even if you are not a fan of the documentary genre this film will make you think of your own life and might even evoke memories that you thought were long forgotten 51 birch street is one of those rare filmgoing experiences that makes a deep impression and never leaves you the best news of all is that hbo had a hand in the production so instead of playing to a limited art house audience eventually millions of people will have a chance to view this incredible piece of work bravo,positive
stephen hawkings is a genius he is the king of geniuses watching this movie makes me feel dumb but it is a great movie not highly entertaining but very very intriguing the movie centers around wheelchair bound stephen hawkings a man who makes einstein look average and his theories and scientific discoveries about the universe time the galaxy and black holes everyone at sometime or another during a really intense high comes to a moment when they think theyv got the universe and the cosmos figured out and they swear as soon as they sober up they will write it all down well here is a man who actually held that feeling for more then six hours here is a man who despite suffering from lou gehrigs disease has become the greatest mind the world has yet seen watch this and listen in on how he has formulated theories on black holes awesome you would not be the same after you see it,positive
the story is about a psychic woman tory who returns to her hometown and begins reliving her traumatic childhood past the death of her childhood friend and abusive father tory discovers that her friend was just the first in a string of murders that are still occurring can her psychic powers help solve the crimes and stop the continuing murders you really do not need to find out because oh my god this was so so so so bad i know all the nora roberts fans will flock to this movie and give it tons of 10s then the rest of us will see an imdb score of 6 and actually think this movie is worth watching but do not be fooled the ending was predictable the acting terrible do not even get me started about the southern accents yall and the story was trite just rememberyou were warned,negative
oh god i must have seen this when i was only 11 or twelve do not ask how i may have been young but i was not stupid anyone could see that this is a bad movie nasty gross unscary and very silly i have seen more impressive effects at disneyland i have seen better performances at a school play and i have seen more convincing crocodiles at the zoo where they do nothing but sit in the water ignoring the children tapping on the glass the story is set in northern australia a handful of ambitious young people are trying out a new water sport surfing in shark filled waters it soon becomes evident that something more dangerous is in the water after they learn what they get the help of a grizzly middle aged fisherman who wants to kill the animal to avenge the eating of his family i think i have seen every crocodile film made in the last fifteen years the best of which is lake placid and the worse of which is its sequel blood surf would have to be the second worst croc flick i think with primeval and crocodile tailing closely behind the australian saltwater crododile is one of the most dangerous creatures out there resulting in more than a hundred injuries or deaths every year movies like blood surf however ruin not only the ferocious image of such a creature but a good hour and a half of the viewers life unless you really want to see it avoid blood surf,negative
fate leads walter sparrow to come in possession of a mysterious novel that has eerie similarities and connections to his life all based around the number 23 as the story unfolds in real life and fiction sparrow must figure out his connection to the book and how the story will eventually end the number 23 offers an intriguing premise that is undone by a weak execution the film just failed on many different levels which is pretty disappointing because it held so much potential the screenplay was probably the worst part about it it was filled with silly sequences and laughable dialog that just killed the mood of the movie it seemed like the screenwriter had a good idea he just did not know how to develop it to stretch over a ninety minute running time the second half of the film was running low on ideas the twist was pretty obvious and the ending was awful joel schumacher is responsible for one of the worst movies ever and he did redeem himself a little with phone booth and a few other films but the number 23 reminds me that he is still capable of making a stinker he has the movie drenched in style but he just cannot get a good focus he moves the film at a clunky and slow pace he switches from reality to whats actually happening in the book which quickly got annoying the actual book in the film that is titled the number 23 is an awful detective story and the audience gets stuck listening to carrey narrate it which just bored me to tears when carrey is finally done with book we get stuck watching him run around trying to solve the mystery at this point the audience has lost interest and there is no real tension we impatiently wait for the movie to reach it is horrible ending and unconvincing explanation before celebrating that film has finally finished the acting was mostly average and pretty forgettable jim carrey was clearly just sleepwalking through his performance and he did not even seem to be trying he was either completely over the top in some scenes or just very wooden his narration was a complete bore to listen to and he put no life inside his character virginia madsen did the best she could with a limited role but she needs to pick better scripts logan lerman was pretty bland as was danny huston overall the number 23 was an awful thriller that offered more laughs than suspense or thrills rating 310,negative
we brought this film as a joke for a friend and could of been our worst joke to play the film is barely watchable and the acting is dire the worst child actor ever used and hasslehoff giving a substandard performance the plot is disgraceful and at points we was so bored we was wondering what the hell was going on it tries to be gruesome in places but is just laughable just terrible,negative
this was probably the worst movie i have ever seen in my life it was stupid there was no plot and the special affects were ridiculous and i have never seen such bad acting in my life the only good part about the movie were all the hot guysespecially drew fuller i do not know what these people were thinking when they made this movie i did not even want to finish the whole thing because you get to this point in the movie where the guys are all in bed touching themselves i mean it was like some kind of sick and twisted kiddy porn i would advise anyone who has heard of this movie and was interested in seeing it to just forget about it and find another movie to watch i was very disappointed the whole movie was a complete waste of time in my opinion,negative
this is a typical steele novel production in that two people who have undergone some sort of tragedy manage to get together despite the odds i wouldnt call this a spoiler because anyone who has read a steele novel knows how they all end if you do not want to know much about the plot do not keep reading gilberts character ophelia is a woman of french decent who has lost her husband and son in an accident gilbert needs to stop doing films where she is required to have an accent because she otherwise a good actress cannot realistically pull off any kind of accent brad johnson also an excellent actor is matt who is recovering from a rather nasty divorce he is gentle convincing and compelling in this role the two meet on the beach through her daughter pip and initially ophelia accuses matt of being a child molester just because he talked art with the kid all of them become friends after this episode and then the couple falls in love the chemistry between the two leads is not great even though the talent of these two people is not in my opinion a question they did the best they could with a predictable plot and a script that borders on stereotypical two people meet tragedy bigger tragedy a secret is revealed another tragedy and then they get together i wish there was more to it than that but there it is in a nutshell i wanted mindless entertainment and i got it with this in regard to the genre of romantic films this one fails to be memorable a secret affair with janine turner is far superior not a steele book as are some of steeles earlier books turned into film,negative
oh noes one of these attack of the japanese ghost girl movies i do not even remember how many i have seen maybe it sells but not to me not scary at all the japanese horror movies are have been very similar since the first one of these also the pulling of the kid i have seen that pulled under scene so many times in so many horror movies cellphone scene is also nothing new the dramaticness of the guy getting hit by a train kinda sucked i mean it lacked all dramaticness ok this is for kids 1416 who listen to japanese rock and think they are so unique well let me tell you there is a million of you d this is one of them 310 i have seen worse but you would not be missing anything by not seeing this,negative
nicholas walker is paul the local town reverand whos married to martha ally sheedy but also is a habitual womanizer and decides to fake his own death to run away with his current affair veronica dara tomanovich however in so doing he gets a about of amnesia hence the name of the film sally kirkland is also on hand as a crazy old coot who pines for the good reverand in a shades of misery type of way it is sad to see a pretty good cast wasted like this not the least bit john savage in a horridly forgettable role as a shoddy private investigator in a film billed as a black comedy one has to bring both elements into said movie while this does bring the former in spades it sadly contains none of the latter furthermore you cannot emphasize with any of the characters and as thus have absolutely no vested interest in them technically not an alltogether bad movie just an extremely forgettable one eye candy dara tomanovich gets topless sally kirkland also shows some skin my grade c where i saw it showtime showcase,negative
hollywood movie industry is the laziest one in the entire world it only needs a single hit to flood theaters with the same old crap reinvented over and over again take superheroes for example for each xman and spiderman there are daredevil elektra ghost rider and hulk japanese horror remakes are even worst it only took the ring which was pitchperfect mostly because of mister gore verbinsky to bring a ton of lookalike creepywoman based horrors eg the ring 2 the eye dark water which was fine but pointless and the grudges the first grudge was not entirely bad it was scary most of the way which is what one could expect from it plus the plot had some brains mixing narratives grudge 2 is exactly like the previous this could be a good thing but hey what boy men in black ii was it a nice thing to xerox the entire screenplay and just change the villain for the grudge 2 the critic goes the same way tired scares bad acting except for amber tamblyn and cliches all over the place three stories take place on different places and time there is aubrey tamblyn investigating what drove her sister karen sarah michelle gellar to death allison arielle kebbel who is taken by colleagues to visit the house where the incident depicted in the first movie took place and finally an american family that witness strange stuff happening on the apartment next door glad to say and i mean it that everything is tied up at the end but one must not rely on the end to make a good picture when everything else is simply tiresome and dull the chills are all over there a girl alone in the lockers someone who should not enter a house others that dig too deep meanwhile ghosts keep killing and killing and killing which seems even more deadlier than ten world wars or the ebola epidemic hey does not that seem just like another bad japanese remake something called pulse yeah day after day it is getting easier to hold a grudge against hollywood bullshits,negative
down periscope has been in our library since it first arrived in vhs since then we have acquired the dvd and a digital from cinema now it is a quirky flick that does not go militarily overboard as either pro or con it is first and foremost a comedy and as a vehicle for the main characters i am quite surprised that a sequel has never been offered the movie has gained a following that borders on a cult obsession even among the very young i became aware of this while visiting the uss drum in mobile alabama in 2002 a group of cub scouts my grandson among them had all taken up the roles from the movie and planned to relive it during their overnighter on board it is a fun romp that makes you proud both of our navy and hollywood which is rare company thanks to kelsey grammar lauren holly and rob schneider for making what could have been an otherwise unremarkable movie such great entertainment,positive
if you came here it is because youve already seen this film and were curious what others had to say about it i feel for you i really do and i profusely apologize as a canadian because that is what we do that this film ever had to cross your eyes if only for a moment i hear there is no cure for the retinal bleeding reported out of every dozen cases i like everyone else rented this movie believing it to be some stupid bmovie ripoff of blade i thought sure i could use a good laugh at a stupid movie i will give the creators of this film one positive comment about their creation thanks for removing the rec x from the bottom righthand corner of the screen i can see how that would have been a distraction from seeing this movie and for the record i saw the movie but did not watch it the dialogue was incoherent and most of the scenes took place in my grandmothers trailer i swear to god you know what i am not writing anymore about this it is just too painful,negative
deanna durbin nan grey and barbara read are three smart girls in this universal film from 1936 which introduces deanna durbin to film audiences it also stars ray milland mischa auer charles winninger john king binnie barnes and alice brady it is a sweet story about three young women now living in switzerland with their divorced mother who hear their father winninger is marrying again not having seen him in 10 years and knowing their mother still loves him they board a ship to america with the help of the housekeepernanny determined to stop the wedding realizing that the intended called precious barnes is nothing but a golddigger aided and abetted by her mother brady they arrange for her to be introduced to a wealthy count this is arranged by their fathers accountant king the man he chooses is a fulltime drunk auer but the girls mistake him for an actual wealthy count milland what a mess this is a delightful film not cloying or overly sugary at all with some nice performances particularly by auer milland barnes and brady the young women are pretty and all do good work the emphasis of course is on young durbin who is a natural actress and a beautifullytrained singer in fact her voice as a youngster is much more even than it would be as an adult she has no trouble with the high notes as she did later on because she put too much weight in the middle voice she sings a delightful il bacio in a police station one of the nicest things about the film is to see the father played by charles winninger not want his children around until he sees them and gets to know them barnes as the golddigger is not all that young but the girls mother looks way up there so the inference probably was the older man seeking his youth with a younger more glamorous woman in fact he finds the youth he was seeking in his daughters universal gives durbin the big star buildup here she has the final shot in the movie ray milland at this point was still paying his dues and it will probably be a surprise even to film fans how young and attractive he is very entertaining and of course this led to a sequel and big stardom for deanna,positive
if anyone is wondering why no one makes movies like they used to with conversation character and a simple theme of friendship struggling to evolve into something new better and different those folks need to take in this film and see top notch writing directing and acting that melds into a wonderful evening of observation on how things used to be in italy and england other days other times funneled into a terrific comedy of entertainment made in 1992 with alfred molina joan plowright polly walker josie lawrence jim broadbent miranda richardson and michael kitchens in the major roles under the brush stroke direction of mike newell these actors accomplish vividly memorable performances that are photographed with a sublimely subtle painters eye reminiscent of the theatrical bedroom farce of the turn of the century this film might be called a friendship farce that becomes a worthwhile experience in the growth of the romantic nature within each character and the viewer too an artistic telegram on the importance of caring about those around us,positive
i watched this series out of curiositywanting to see if they could possibly and with all this modern technologyout do cecil b demilles classic epic of 1956 starring charleton hestonyul brenner and sir cedric hardwicke of course i was let down yes they had all the biblical characters correct but they did not give us any of the spectacular theatrical scenes that held your interest throughout the first movie if you going to have a miniseries you have to have some rivoting scenes the burning bush parting the red seadrowning pharohs armies building sethis pyramids could have been done with todays technology on the scale of blockbuster movies such as lord of the rings or the matrix obviously they did not want to leave a lasting impression of faith and sacrifice which is much needed in these trouble times,negative
daniel daylewis is the most versatile actor alive english aristocratic snob in a room with a view passionate irish thief in in the name of the father an impudent violent butcher in gangs of new york in a performance ten times stronger than adrian brodys in the pianist and as the outrageous cristy brown with cerebral palsy in my left foot just to name a few his roles all influence eachother but each is seperate and utterly unique he changes completely with each character he takes on and i am beginning to believe that he can act as anything anything as cristy brown he is stunning he does not ridicule the character and he does not pity the character a difficult achievement and cristy brown comes to life a smart man an outrageous man human this movie despite small scenetransition faults and the like is an inspiration yes it is predictable but is it stupidly sentimental no i laughed i cried not a single moment of cheese proof that this is not a hollywood movie my favourite scene is the scene in the restaurant when cristy is discussing painters with eileen peter and her friends heres where daniel daylewis reaches an acting climax i will kick you in the only part of your anatomy that is animated wheel out the cripple and his performance never slows down never falters and is beautiful simply he has a lot of screen time here i watch it again again and i never get tired of cristys perspicacious eyes twitching and guttural speeches a mustsee fo sho yo,positive
my guess would be this was originally going to be at least two parts and thus at least a quarter longer because otherwise how can one explain its confused abbreviated storyline i was never completely lost but i was often partially lost and usually unclear on character motivation the movie feels as though joining plot points were dropped to squeeze it into its time slot if it were longer it might make more sense but it still wouldnt be much good the movies most interesting idea is of the war between zeus and hera as being a war between the male and female but the movie drops the ball on this making heras followers fairly horrible while not being clear on what zeus followers do or believe the movie is also interesting because you do not see the gods and there is no real certainty that they exist so it is got a couple of intriguing ideas but it does not do anything useful with them bad dialog cardboard characters and one interesting scene involving hercules and his three antagonistic sons not unwatchable but also not worth watching,negative
well i like to watch bad horror bmovies cause i think it is interesting to see stupidity and unability of creators to shoot seriously good movie i always compare this movies to for example some spielbergs works and againandagain do not understand the huge difference in what i see i like ed woods movies cause it is so inept it is very funny but people the chilling is not funny and is not even interesting it is extremely boring horror movie without anything what makes even bad movies watchable there is no acting no screenplay no direction no thrills and not even blood it is extremely inept amateurish film it is definitely the worst movie i had ever seen and i had seen a lot of worst movies believe me i warned you 110,negative
this is the worst movie i have ever seen as well as the worst that i will probably ever see i see no need to rehash what all the others have said previously just be forewarned this is not one of those bad movies you think you want to watch because you want to be able to make fun of it its just plain bad bad bad bad bad this movie is the equivalent to having a pet rock as your friend you wait and wait and wait and wait and wait and wait and wait and wait for something to happen unfortunately it never does at least with a pet rock you knew what you were getting into lions gate completely deceives on this bombshell nothis is a disaster after watching this film you would swear george w bush had his hands all over the making of this film yes its that idiotic stay away unless of course you just want to watch the worst movie of all time its probably how lions gate figured it would make some money off this piece of tripe,negative
i have been a mario fan for as long as i can remember i have very fond memories of playing super mario world as a kid this game has brought back many of those memories while adding something new super mario galaxy is the latest installment in the amazing mario franchise there is much very different about this game from any other mario before it while still keeping intact the greatest elements of mario the first noticeable difference is that the story takes place in space the story begins much like any other mario game mario receives a letter from princess peach inviting him to a celebration at her castle in the mushroom kingdom upon arriving at peachs castle mario finds bowser and his son bowser jr attacking the castle with their airships bowser kidnaps princess peach and then lifts her castle up into space in the midst of the castle being lifted into space mario falls off and lands on an unknown planet mario is found by a talking star named luma and is taken back to the lumas home a floating space station here mario meets many other lumas and also meets their leader a woman named rosalina rosalina tells mario that bowser has taken away the space stations power stars and scattered them across the universe it is up to mario to help the lumas find them and save peach thus the adventure begins the way you play the game is by flying from the space station to other galaxies each galaxy consists of multiple planets that mario travels amongst in levels via these shooting stars to retrieve the power stars mario can at many times walk all the way around planets without losing gravity some planets are small and others are big many planets are similar to classic mario environments the best thing about the game are the controls all of the stuff like jumping and such is still the same but the wiimote is used in many unique ways in this game you shake the remote mario will perform a spin that is used as the primary attack in the game and it will as well activate the shooting stars you can also point the remote at the screen and use the pointer to fire star bits at enemies or objects in the environment then there is the graphics these are by far the best graphics on the wii it is just so hard to describe how great this game looks you could probably almost say it looks as good as some 360 games my only minor gripes is that the going upside down effect takes some getting used to and also the story is pretty weak the worst part is that you lose all of your lives when you turn off the game no matter how many you had when you last quit you restart at 4 lives still these minor problems aside it is a superb game that is highly entertaining and is very challenging this is the type of game that weve been waiting for on the wii a perfect 10 out of 10,positive
this short film that inspired the soontobe full length feature spatula madness is a hilarious piece that contends against similar cartoons yielding multiple writers the short film stars edward the spatula who after being fired from his job joins in the fight against the evil spoons this premise allows for some funny content near the beginning but is barely present for the remainder of the feature this films 15minute running time is absorbed by some oddball comedy and a small musical number unfortunately not much else lies below it the plot that is set up does not really have time to show but it is surely follows it plot better than many highbudget hollywood films this film is worth watching at least a few times take it for what it is and do not expect a deep story,positive
okay last night august 18th 2004 i had the distinct displeasure of meeting mister van bebble at a showing of the film the manson family at the three penny in chicago as part of the chicago underground film festival heres what i have to say about it first of all the film is an obvious rip off of every kenneth anger roman polanski oliver stone and terry gilliam movie i have ever seen second of all in a short q a session after the show mister van bebble immediately stated that he never made any contact with the actual manson family members or charlie himself calling them liars and saying he wanted nothing to do with them that the film was based on his van bebbles take on the trial having seen it all from his living room on tv and in the news and i am assuming from the autobiography and the book helter skelter which were directly mimicked through the narrative so i had second dibs on questions i asked if he was trying to present the outsider mtv sex drugs and rock and roll version and not necessarily the true story this question obviously pissed off the by now sloshed director who started shouting f you shut the f up this is the truth all those other movies are bullsh well anyway i did not even think about how ridiculous this was until the next day when i read the tagline for the film youve heard the laws side of the storynow hear the story as it is told by the manson family excuse me if this guy has never even spoken to the family and considers them to be liars that he does not want to have anything to do with how in gods name can he tell the story for them this is the most ridiculous statement i have ever heard the film was obviously catered to the sex drugs and rock and roll audience that it had no trouble in attracting to the small dimly lit theatre and was even more obviously spawned by the sex drugs and rock and roll mind of a man who could not even watch his own film without getting up every ten minutes to go get more beer or to shout some sort of rocky horroresque call line to the actors on screen this film accomplishes little more than warping the publics image of actual events which helped shape the state of america and much of the world today into some sort of slashercomic bookpornorape fantasy dreamed up by an obviously shallow individual the film was definitely very impressive to look at the soundtrack was refreshing as it contained actual samples of charlies work with the family off of his lie album the editing was nice and choppy to simulate the nauseating uncertainty of most modern music videos all in all this film would have made a much better addition to the catalogues at mtv than to the underground film festival or for that matter the minds of any intellectual observers i felt like i was at a midnight rocky horror viewing the way the audience was dressed and behaving probably the best part of the experience the cast was very good with the exception of charlie who resembled some sort of stoned dungeons and dragons enthusiast more than the actual role he was portraying the descriptions the film gave of him as full of energy throwing ten things at you and being very physical about it all the while did not match at all the slow lethargic and chubby representation that was actually presented all in all the film basically explains itself as sadie or maybe it was linda declares at the end you can write a bunch of bullsh books or make a bunch of bullsh moviesand so on and so on case in point even the disclaimer based on a true story is a dead giveaway signalling that somewhere beneath this psychedelic garbage heap lay the foundation of an actual story with content that will make and has made a difference in the world all you have to do is a little bit of alchemy to separate the truth from the the crap or actually maybe you could just avoid it all together and go read a book instead all i can say is this when the film ended i got a free beer so i am glad i went but not so glad i spent fifteen dollars on my ticket to be told to shut the f up for asking the director a question peace,negative
i bought this game on an impulse buy from walmart i am glad i did it was very entertaining listening to sean connery and playing the game i thought the graphics were the best i have ever seen in a moviegame remake the bonus levels were very hard the sniper one i think was too hard it made me so frustrated i did not play the game for a week and a half there were too many people shooting at you with nothing to hide behind or life to handle it the only thing i might change was the upgrade system i did not notice any difference from unupgraded equipment to the upgraded such as buying an armor upgrade did not seem to make the armor stronger or more filling on my life meter i really liked the q copter i think the developers did a good job,positive
no this hilariously horrible 70s madefortv horror clinker is not about a deadly demonically possessed dessert cake still this exceptionally awful yet undeniably amusing and thus enjoyable cathode ray refuse reaches a breathtaking apex of absolute unremitting silliness and atrociousness that is quite tasty in a soexecrableit isdownrightawesome sort of way richard crenna looking haggard and possibly inebriated and yvette mimieux who acts as if she never got over the brutal rape she endured in jackson county jail sluggishly portray a disgustingly nice and respectable suburbanite couple whose quaint dull sleepy small town existence gets ripped asunder when the cute german shepard they take in as the family pet turns out to be some ancient lethal evil spirit pretty soon mimieux and her two repellently cutesy kids kim richards and that is eisenmann the psychic alien moppets from the disney witch mountain pictures are worshiping a crude crayon drawing of the nasty ugly canine entity in the den boy now does not that sound really scary and disturbing well scary and disturbing this laughably ludicrous claptrap sure am not but it sure is funny thanks to curtis night tide harringtons hopelessly weak direction cartoonish not so special effects an almost painfully risibleandridiculous plot and a game cast that struggles valiantly with the absurd story besides the leads both martine beswicke and rg armstrong briefly pop up as members of a satanic cult and victor jory has a nice cameo as a helpful native american shaman favorite scene the malicious mephestophelion mutt puts the whammy on crenna practically forcing him to stick his hand into a wildly spinning lawnmower blade while stuckup snobby fright film fans may hold their noses at the perfectly putrid stench of this admittedly smelly schlock devout tv trash lovers should deem this endearingly abominable offal the boob tube equivalent to alpo,positive
it is easy to tell early in this movie exactly what will happen and who will die it is about 4 women and a man who on a vacation this was made during the end of the ultra nazi seventies when blonde women were supposedly ultra american survivors and brunettes were all deserving of death this movie like the others of that era contrives to bring this about and the viewer knows this there is no mystery or suspense the people squabble but everything is so predictable for the prejudices of the time it is laughable the five people happen upon two savage young characters and go nuts everyone is nuts so that the directorwriter team can justify their nazi propaganda for some reason the guy is attracted to the blonde who is really not much to look at and ignores a super hot looking brunette that any heterosexual man would go nuts over one must remember that in the seventies movies were meant to appeal to women and not men totally crap and totally depressing,negative
marion davies stars in this remarkable comedy show people released by mgm in 1928 davies plays a hick from savannah georgia who arrives in hollywood with her father dell henderson the jalopy they arrive in is a hoot as is davies outrageous southern costume davies lands a job in slapstick comedy not what she wants but it brings her success she meets fellow slapstick star william haines who is immediately smitten with her well davies then gets a job at a more prestigious studio high art studios and lands a job in stuffy period pieces a handsome but fake actor andre telefair shows her the ropes of how to be the typical pretentious hollywood star davies abandons her slapstick friend and father for the good life but of course learns that is not who she really is marion davies is wonderful throughout as she outrageously runs the gamut of emotions required of a serious actress william haines is his usual wonderful comedic self and there are cameos by charles chaplin john gilbert and other famous stars of the day including the director of the film king vidor this is a silent film with a few sound effects as sound pictures were just coming into their own a treasure of a film,positive
the performance of every actor and actress in the film are excellently natural which is what movie acting should be and the directing skill is so brilliantly handled on every details that i am never tired of seeing it over and over again however i am rather surprised to see that this film is not included in some of the actors and director attenboroughs credits that puzzles me are not they proud of making a claim that they have made such excellent long lasting film for the audience i am hoping i would get some answers to my puzzles from some one possibly one of the knowledgeable personnel insider of the film,positive
while star trek the motion picture was mostly boring star trek the final frontier is plain bad in this terrible sequel the crew is on shore leave when they get a distress signal from the federation that ambassadors representing earth romulus and kronos the klingon home world have been kidnapped by a renegade vulcan bent on his quest to attain a starship to venture into the great barrier there he hopes to find god using mysticism and bad writing he persuades many of the senior officers of the enterprise to betray kirk and get a hold of the ship they do reach the inside of the great barrier and find a planet where they do meet a godlike alien this one is so bad it is hard to figure out where to begin at the core is a good idea that is never really developed the plot goes nowhere instead of where no man has gone before it is almost like the writers had no idea how to end this fiasco the action scenes do not have the suspense of wrath of kahn the philosophy is boring and the humor is stale now i will focus most of my anger on william shatner when he takes the directors chair the ego gets bigger most of the focus is on him spock and mccoy but does not give the others enough to do moreover whereas shatner is usually guilty of overacting in previous movies and television spots he is just plain bad in this one now kirk is reckless a practical jokers and silly one of the worst scenes involves the three leaders singing the song row row row your boat in a round by a campfire in any case this is the worst of the star trek franchise i should have given it three out of ten instead of five,negative
despite later claims this earlytalkie melodrama has very little in common with citizen kane it is a biopic of a ruthless but human fictional plutocrat told in flashback but hopping around time the scriptwriter preston sturges shows none of his later gift for sparkling dialog and none of the myriad cinematic innovations of kane are evident still it is very watchable with a young spencer tracy his oldman makeup makes him look just like well an old spencer tracy showing depth and authority and colleen moore a little past her prime and not physically well matched playing a multifaceted womanbehindtheman there is also helen vinson as one of the most treacherous femmes fatales in movie history sending the final third into ecstatic soapopera reverberations the surviving print is jumpy and has missing audio snippets and there are some plot holes left open how would she know whose son it was if she is sleeping with both of them and the music is awfully hokey for all that i was quite fascinated,positive
